Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number,day_of_week
2019-02-02,FORD,VN,TAN,R534293,IL,701 N. Sacramento,(773) 265-7605,6948656,Saturday
2019-02-02,GMC,VN,WHI,2385677B,IL,10300 S. Doty,(773) 568-8495,2869758,Saturday
2019-02-02,HOND,2D,SIL,BA44809,IL,701 N. Sacramento,(773) 265-7605,6948551,Saturday
2019-02-02,HOND,4D,GRN,Z148410,IL,701 N. Sacramento,(773) 265-7605,6948768,Saturday
2019-02-02,HOND,4D,DGR,ANJ8GI,IN,10300 S. Doty,(773) 568-8495,2869743,Saturday
2019-02-02,INFI,4T,TAN,765338,IL,10300 S. Doty,(773) 568-8495,2869692,Saturday
2019-02-02,JAGU,4D,BLU,BC39672,IL,701 N. Sacramento,(773) 265-7605,6948557,Saturday
2019-02-02,JEEP,4D,BLK,P645507,IL,701 N. Sacramento,(773) 265-7605,6948636,Saturday
2019-02-02,JEEP,4D,BLU,AT88572,IL,701 N. Sacramento,(773) 265-7605,6948560,Saturday
2019-02-02,JEEP,LL,RED,BE94808,IL,10300 S. Doty,(773) 568-8495,2869685,Saturday
2019-02-02,KIA,VN,SIL,487U141,IL,10300 S. Doty,(773) 568-8495,2869756,Saturday
2019-02-02,LINC,4D,WHI,AW55727,IL,701 N. Sacramento,(773) 265-7605,6948650,Saturday
2019-02-02,LINC,4T,SIL,BE87767,IL,701 N. Sacramento,(773) 265-7605,6948555,Saturday
2019-02-02,NISS,4D,BLK,AY51197,IL,10300 S. Doty,(773) 568-8495,2869689,Saturday
2019-02-02,NISS,LL,TAN,366988,IL,10300 S. Doty,(773) 568-8495,2869672,Saturday
2019-02-02,PONT,4D,RED,AL95256,IL,701 N. Sacramento,(773) 265-7605,6948542,Saturday
2019-02-02,TOYT,4D,SIL,AH38614,IL,701 N. Sacramento,(773) 265-7605,6948563,Saturday
2019-02-02,VOLK,2D,BLK,Q501469,IL,10300 S. Doty,(773) 568-8495,2869704,Saturday
2019-02-01,AUDI,4D,TAN,E707497,IL,10300 S. Doty,(773) 568-8495,2869647,Friday
2019-02-01,BUIC,4D,BGE,BB82991,IL,10300 S. Doty,(773) 568-8495,2869599,Friday
2019-02-01,BUIC,LL,BLU,AX13024,IL,10300 S. Doty,(773) 568-8495,2869597,Friday
2019-02-01,CHEV,4D,GRY,V604160,IL,400 E. Lower Wacker,(312) 744-7550,999131,Friday
2019-02-01,CHEV,4D,WHI,BC32911,IL,701 N. Sacramento,(773) 265-7605,6948463,Friday
2019-02-01,CHEV,4D,ONG,AH43466,IL,10300 S. Doty,(773) 568-8495,2869660,Friday
2019-02-01,CHEV,4D,BLU,,IL,701 N. Sacramento,(773) 265-7605,6948475,Friday
2019-02-01,CHEV,LL,BRO,Z660755,IL,10300 S. Doty,(773) 568-8495,2869635,Friday
2019-02-01,CHEV,LL,RED,AQ75744,IL,10300 S. Doty,(773) 568-8495,2869595,Friday
2019-02-01,DODG,4D,BLK,BE58669,IL,10300 S. Doty,(773) 568-8495,2869650,Friday
2019-02-01,FORD,4D,SIL,AW24018,IL,701 N. Sacramento,(773) 265-7605,6948462,Friday
2019-02-01,GMC,VN,SIL,K107565,IN,10300 S. Doty,(773) 568-8495,481752,Friday
2019-02-01,HOND,LL,TAN,ZU74052,IL,701 N. Sacramento,(773) 265-7605,6948472,Friday
2019-02-01,HYUN,4D,RED,Q797771,IL,400 E. Lower Wacker,(312) 744-7550,999101,Friday
2019-02-01,JEEP,LL,GLD,AT88642,IL,701 N. Sacramento,(773) 265-7605,6948525,Friday
2019-02-01,JEEP,LL,GRN,Z99947,IL,10300 S. Doty,(773) 568-8495,2869637,Friday
2019-02-01,LINC,4D,WHI,G3652B,WI,10300 S. Doty,(773) 568-8495,2869665,Friday
2019-02-01,LINC,LL,SIL,404530,IL,10300 S. Doty,(773) 568-8495,2869652,Friday
2019-02-01,NISS,4D,GRY,246KAP,OR,10300 S. Doty,(773) 568-8495,2869657,Friday
2019-02-01,NISS,4D,WHI,J403202,IN,10300 S. Doty,(773) 568-8495,2869604,Friday
2019-02-01,PONT,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6948473,Friday
2019-02-01,PONT,VN,RED,BA73705,IL,701 N. Sacramento,(773) 265-7605,6948538,Friday
2019-02-01,TOYT,4D,TAN,406348,IL,10300 S. Doty,(773) 568-8495,2869617,Friday
2019-01-31,ACUR,2D,BLK,AG26177,IL,701 N. Sacramento,(773) 265-7605,6948455,Thursday
2019-01-31,CHEV,4D,RED,AV23056,IL,400 E. Lower Wacker,(312) 744-7550,999074,Thursday
2019-01-31,DODG,LL,BLU,2266641B,IL,10300 S. Doty,(773) 568-8495,2869567,Thursday
2019-01-31,GDAN,UT,WHI,,IL,701 N. Sacramento,(773) 265-1846,1538323,Thursday
2019-01-31,HOND,4D,GRN,500U765,IL,701 N. Sacramento,(773) 265-7605,6948423,Thursday
2019-01-31,HOND,LL,GRY,AX23914,IL,10300 S. Doty,(773) 568-8495,2869554,Thursday
2019-01-31,JEEP,4D,TAN,AQ46608,IL,10300 S. Doty,(773) 568-8495,2869590,Thursday
2019-01-31,MERC,4D,SIL,457571,IL,701 N. Sacramento,(773) 265-7605,6948451,Thursday
2019-01-31,NISS,4D,SIL,AY88858,IL,701 N. Sacramento,(773) 265-1846,1538325,Thursday
2019-01-31,NISS,SW,SIL,K374253,IL,701 N. Sacramento,(773) 265-1846,1538324,Thursday
2019-01-31,SUBA,4D,MAR,ADR7882,WI,701 N. Sacramento,(773) 265-1846,1538326,Thursday
2019-01-31,SUBA,LL,GRY,EXKV23,FL,400 E. Lower Wacker,(312) 744-7550,999096,Thursday
2019-01-31,TOYT,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2869571,Thursday
2019-01-31,VOLK,4D,BLK,DL1818G,IL,701 N. Sacramento,(773) 265-1846,1538322,Thursday
2019-01-03,CHEV,4D,GRN,Q337876,IL,701 N. Sacramento,(773) 265-1846,1538319,Thursday
2019-01-03,CHEV,LL,WHI,ZZ11789,IL,701 N. Sacramento,(773) 265-1846,2869528,Thursday
2019-01-03,CHEV,LL,SIL,,IL,701 N. Sacramento,(773) 265-7605,6948408,Thursday
2019-01-03,DODG,VN,GRY,DKM0144,MI,400 E. Lower Wacker,(312) 744-7550,999071,Thursday
2019-01-03,LINC,LL,BLK,,IL,10300 S. Doty,(773) 568-8495,2869534,Thursday
2019-01-03,NISS,LL,BLK,V582306,IL,10300 S. Doty,(773) 568-8495,2869539,Thursday
2019-01-29,CHEV,2D,ONG,AH31417,IL,10300 S. Doty,(773) 568-8495,2869465,Tuesday
2019-01-29,CHEV,2D,SIL,AX31488,IL,10300 S. Doty,(773) 568-8495,2869462,Tuesday
2019-01-29,CHEV,4D,BLU,BA46542,IL,10300 S. Doty,(773) 568-8495,2869519,Tuesday
2019-01-29,CHEV,4D,SIL,AP16376,IL,10300 S. Doty,(773) 568-8495,2869513,Tuesday
2019-01-29,CHEV,LL,SIL,,IL,10300 S. Doty,(773) 568-8495,2869471,Tuesday
2019-01-29,CHRY,2D,RED,748ZNT,WI,701 N. Sacramento,(773) 265-1846,1538312,Tuesday
2019-01-29,CHRY,VN,BLU,AW27521,IL,701 N. Sacramento,(773) 265-7605,6948366,Tuesday
2019-01-29,CHRY,VN,BLU,BA78147,IL,10300 S. Doty,(773) 568-8495,2869463,Tuesday
2019-01-29,DODG,4D,BLU,ACL4507,WI,10300 S. Doty,(773) 568-8495,2869466,Tuesday
2019-01-29,DODG,VN,BLU,BE94015,IL,10300 S. Doty,(773) 568-8495,2869507,Tuesday
2019-01-29,FORD,4D,BLU,BB18416,IL,10300 S. Doty,(773) 568-8495,2869496,Tuesday
2019-01-29,FORD,4D,WHI,KJCO436,PA,701 N. Sacramento,(773) 265-1846,1538313,Tuesday
2019-01-29,FORD,4D,WHI,757351,IL,10300 S. Doty,(773) 568-8495,2869514,Tuesday
2019-01-29,FORD,LL,GRY,AP21466,IL,10300 S. Doty,(773) 568-8495,2869520,Tuesday
2019-01-29,FORD,LL,BLU,DEV439,GA,10300 S. Doty,(773) 568-8495,2869480,Tuesday
2019-01-29,FORD,PK,GRN,63297CB,IL,701 N. Sacramento,(773) 265-7605,6948392,Tuesday
2019-01-29,FORD,VN,WHI,Q929770,IL,701 N. Sacramento,(773) 265-7605,6948361,Tuesday
2019-01-29,FORD,VN,WHI,,IL,10300 S. Doty,(773) 568-8495,2869500,Tuesday
2019-01-29,INFI,4D,BLK,AY76913,IL,10300 S. Doty,(773) 568-8495,2869464,Tuesday
2019-01-29,LEXS,LL,SIL,R8258,IN,701 N. Sacramento,(773) 265-1846,1538309,Tuesday
2019-01-29,MAZD,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2869461,Tuesday
2019-01-29,NISS,4D,SIL,AFIA80,FL,10300 S. Doty,(773) 568-8495,2869492,Tuesday
2019-01-29,PONT,4D,SIL,BA56599,IL,701 N. Sacramento,(773) 265-7605,6948402,Tuesday
2019-01-29,TOYT,4D,RED,AQ37438,IL,701 N. Sacramento,(773) 265-7605,6948397,Tuesday
2019-01-29,VOLK,4D,GRY,218U524,IL,701 N. Sacramento,(773) 265-7605,6948370,Tuesday
2019-01-28,ACUR,4D,BLK,Q131472,IL,10300 S. Doty,(773) 785-9752,1718920,Monday
2019-01-28,BUIC,4D,BLU,Q479595,IL,10300 S. Doty,(773) 568-8495,2869456,Monday
2019-01-28,CHEV,LL,GRN,AY56997,IL,10300 S. Doty,(773) 568-8495,2869435,Monday
2019-01-28,CHEV,PK,WHI,84404FF,IL,701 N. Sacramento,(773) 265-1846,1538303,Monday
2019-01-28,CHRY,2D,WHI,491U389,IL,10300 S. Doty,(773) 568-8495,2869441,Monday
2019-01-28,CHRY,4D,GRY,DP489NJ,CA,701 N. Sacramento,(773) 265-7605,6948353,Monday
2019-01-28,FORD,4D,RED,447U960,IL,701 N. Sacramento,(773) 265-7605,6948302,Monday
2019-01-28,FORD,LL,BLK,AX26398,IL,701 N. Sacramento,(773) 265-7605,6948307,Monday
2019-01-28,HOND,4D,GRN,001NNP,MN,701 N. Sacramento,(773) 265-7605,6948321,Monday
2019-01-28,HOND,4D,BRO,AX13207,IL,701 N. Sacramento,(773) 265-1846,1538304,Monday
2019-01-28,HOND,LL,GRY,507390,IL,10300 S. Doty,(773) 568-8495,2869436,Monday
2019-01-28,MAZD,4D,TAN,AH31226,IL,10300 S. Doty,(773) 568-8495,2869457,Monday
2019-01-28,MERC,LL,WHI,845219,IL,701 N. Sacramento,(773) 265-7605,6948305,Monday
2019-01-28,NISS,4D,SIL,J661386,IN,701 N. Sacramento,(773) 265-7605,6948306,Monday
2019-01-28,OLDS,4D,GRY,Q610920,IL,701 N. Sacramento,(773) 265-7605,6948352,Monday
2019-01-28,PONT,4D,GRN,Q614099,IL,10300 S. Doty,(773) 568-8495,2869427,Monday
2019-01-28,SATR,LL,SIL,BA43623,IL,10300 S. Doty,(773) 568-8495,2869447,Monday
2019-01-27,ACUR,2D,RED,S886894,IL,701 N. Sacramento,(773) 265-7605,6948293,Sunday
2019-01-27,AUDI,2D,BLK,BD87801,IL,701 N. Sacramento,(773) 265-7605,6948244,Sunday
2019-01-27,BUIC,LL,WHI,AZ79751,IL,10300 S. Doty,(773) 568-8495,2869382,Sunday
2019-01-27,CHEV,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2869365,Sunday
2019-01-27,CHEV,4D,RED,AW14475,IL,10300 S. Doty,(773) 568-8495,2869413,Sunday
2019-01-27,CHEV,LL,BLK,TK447LSR,IN,701 N. Sacramento,(773) 265-7605,6948172,Sunday
2019-01-27,CHEV,LL,BLK,AH16134,IL,10300 S. Doty,(773) 568-8495,2869380,Sunday
2019-01-27,CHEV,VN,WHI,1610883B,IL,10300 S. Doty,(773) 568-8495,2869371,Sunday
2019-01-27,CHRY,4D,SIL,R772297,IL,701 N. Sacramento,(773) 265-7605,6948267,Sunday
2019-01-27,CHRY,4D,WHI,AC85645,IL,10300 S. Doty,(773) 568-8495,2869432,Sunday
2019-01-27,CHRY,VN,SIL,Z664411,IL,701 N. Sacramento,(773) 265-7605,6948210,Sunday
2019-01-27,DODG,VN,BLU,AS81857,IL,701 N. Sacramento,(773) 265-7605,6948276,Sunday
2019-01-27,FORD,LL,SIL,AP39375,IL,10300 S. Doty,(773) 568-8495,2869424,Sunday
2019-01-27,FORD,PK,BLK,2042680B,IL,701 N. Sacramento,(773) 265-7605,6948208,Sunday
2019-01-27,GMC,LL,RED,,IL,701 N. Sacramento,(773) 265-7605,6948213,Sunday
2019-01-27,GMC,VN,TAN,SFZ098,MS,10300 S. Doty,(773) 568-8495,2869417,Sunday
2019-01-27,HOND,4D,SIL,Y754772,IL,701 N. Sacramento,(773) 265-7605,6948214,Sunday
2019-01-27,HOND,4D,GLD,BC40249,IL,10300 S. Doty,(773) 568-8495,2869408,Sunday
2019-01-27,HOND,4D,SIL,AQ71248,IL,701 N. Sacramento,(773) 265-7605,6948279,Sunday
2019-01-27,MERZ,2D,BLK,BA18849,IL,10300 S. Doty,(773) 568-8495,2869362,Sunday
2019-01-27,NISS,4D,SIL,DVG7054,MI,701 N. Sacramento,(773) 265-7605,6945246,Sunday
2019-01-27,NISS,4D,BRO,BA74834,IL,10300 S. Doty,(773) 568-8495,2869404,Sunday
2019-01-27,PONT,2T,RED,312369D,TX,10300 S. Doty,(773) 568-8495,2869409,Sunday
2019-01-27,PONT,4D,TAN,284U236,IL,701 N. Sacramento,(773) 265-7605,6948298,Sunday
2019-01-27,PONT,4D,GRN,BA33268,IL,701 N. Sacramento,(773) 265-7605,6948198,Sunday
2019-01-27,SATR,4D,TAN,570SS,IN,10300 S. Doty,(773) 568-8495,2869418,Sunday
2019-01-27,SATU,4D,SIL,AP17505,IL,10300 S. Doty,(773) 568-8495,2869414,Sunday
2019-01-27,TOYT,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2869372,Sunday
2019-01-27,,,,BB23556,IL,10300 S. Doty,(773) 568-8495,2869366,Sunday
2019-01-27,,,,521U578,IL,10300 S. Doty,(773) 568-8495,2869422,Sunday
2019-01-26,ACUR,4D,GRY,BB18461,IL,10300 S. Doty,(773) 568-8495,2869307,Saturday
2019-01-26,BMW,4D,WHI,,IL,701 N. Sacramento,(773) 265-7605,6948018,Saturday
2019-01-26,BUIC,4D,GLD,BE71949,IL,701 N. Sacramento,(773) 265-7605,6948037,Saturday
2019-01-26,CHEV,4D,GRY,274ZRH,WI,701 N. Sacramento,(773) 265-7605,6948025,Saturday
2019-01-26,CHEV,4D,TAN,AX14268,IL,701 N. Sacramento,(773) 265-7605,6948058,Saturday
2019-01-26,CHEV,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2869311,Saturday
2019-01-26,CHEV,4D,WHI,GWL790,IA,10300 S. Doty,(773) 568-8495,2869348,Saturday
2019-01-26,CHEV,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2869320,Saturday
2019-01-26,CHEV,VN,BLU,,IL,10300 S. Doty,(773) 568-8495,2869354,Saturday
2019-01-26,CHRY,4D,WHI,681318,IL,701 N. Sacramento,(773) 265-7605,6948140,Saturday
2019-01-26,CHRY,4D,SIL,BA37127,IL,701 N. Sacramento,(773) 265-7605,6948155,Saturday
2019-01-26,CHRY,4D,SIL,149935,IL,10300 S. Doty,(773) 568-8495,2869339,Saturday
2019-01-26,CHRY,VN,BLK,,IL,10300 S. Doty,(773) 568-8495,2869298,Saturday
2019-01-26,DODG,4D,RED,AY55014,IL,10300 S. Doty,(773) 568-8495,2869315,Saturday
2019-01-26,DODG,4D,RED,712893,IL,701 N. Sacramento,(773) 265-7605,6948069,Saturday
2019-01-26,DODG,4D,SIL,09959E6,TX,10300 S. Doty,(773) 568-8495,2869304,Saturday
2019-01-26,DODG,LL,SIL,483959,IL,701 N. Sacramento,(773) 265-7605,6948034,Saturday
2019-01-26,FORD,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2869352,Saturday
2019-01-26,FORD,LL,SIL,AJ19819,IL,400 E. Lower Wacker,(312) 744-7550,998952,Saturday
2019-01-26,INFI,4D,GRY,443U916,IL,701 N. Sacramento,(773) 265-7605,6948148,Saturday
2019-01-26,JAGU,4D,BLU,AJ97917,IL,701 N. Sacramento,(773) 265-7605,6948170,Saturday
2019-01-26,MERC,LL,BRZ,AY51250,IL,10300 S. Doty,(773) 568-8495,2869347,Saturday
2019-01-26,MITS,4D,WHI,P585275,IL,10300 S. Doty,(773) 568-8495,2869293,Saturday
2019-01-26,NISS,4D,WHI,L676862,IL,701 N. Sacramento,(773) 265-7605,6948137,Saturday
2019-01-26,NISS,4D,SIL,Z730148,IL,10300 S. Doty,(773) 568-8495,2869338,Saturday
2019-01-26,NISS,LL,MAR,AU40993,IL,701 N. Sacramento,(773) 265-7605,6948029,Saturday
2019-01-26,SATU,4D,BLU,H412778,IL,10300 S. Doty,(773) 568-8495,2869295,Saturday
2019-01-26,TOYT,4D,SIL,Q369699,IL,10300 S. Doty,(773) 568-8495,2869318,Saturday
2019-01-26,TOYT,,WHI,P341298,IL,701 N. Sacramento,(773) 265-7605,6948141,Saturday
2019-01-25,BUIC,4D,TAN,235U551,IL,701 N. Sacramento,(773) 265-7605,6947984,Friday
2019-01-25,BUIC,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2869245,Friday
2019-01-25,CHEV,2D,SIL,Q179694,IL,10300 S. Doty,(773) 568-8495,2869256,Friday
2019-01-25,CHEV,2D,RED,,IL,10300 S. Doty,(773) 568-8495,2869244,Friday
2019-01-25,CHEV,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2869252,Friday
2019-01-25,CHEV,4D,GRY,484HAB,MN,10300 S. Doty,(773) 568-8495,2869300,Friday
2019-01-25,CHEV,4D,BLK,AH30392,IL,10300 S. Doty,(773) 568-8495,2869288,Friday
2019-01-25,CHEV,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2869289,Friday
2019-01-25,CHEV,4D,SIL,,IL,701 N. Sacramento,(773) 265-1846,1538299,Friday
2019-01-25,CHEV,4D,GLD,BA18812,IL,701 N. Sacramento,(773) 265-7605,6947922,Friday
2019-01-25,CHEV,4D,BLK,6947942,IL,701 N. Sacramento,(773) 265-7605,6947942,Friday
2019-01-25,DODG,4D,WHI,AG50425,IL,10300 S. Doty,(773) 568-8495,2869290,Friday
2019-01-25,DODG,4D,GRY,AL56607,IL,701 N. Sacramento,(773) 265-7605,6947987,Friday
2019-01-25,FORD,LL,BLK,AU58864,IL,10300 S. Doty,(773) 568-8495,2869262,Friday
2019-01-25,FORD,LL,WHI,,IL,10300 S. Doty,(773) 568-8495,2869246,Friday
2019-01-25,FORD,PK,BLU,12384-LE,IL,701 N. Sacramento,(773) 265-1846,1538295,Friday
2019-01-25,FORD,VC,GRY,AD37919,IL,701 N. Sacramento,(773) 265-7605,6947893,Friday
2019-01-25,HOND,4D,GRN,AS74616,IL,10300 S. Doty,(773) 568-8495,2869241,Friday
2019-01-25,HOND,4D,GRN,BA27541,IL,701 N. Sacramento,(773) 265-7605,6947981,Friday
2019-01-25,INFI,4D,WHI,2396374,TX,701 N. Sacramento,(773) 265-7605,6948002,Friday
2019-01-25,JEEP,LL,WHI,AZ82458,IL,10300 S. Doty,(773) 568-8495,2869253,Friday
2019-01-25,JEEP,LL,RED,S291473,IL,10300 S. Doty,(773) 568-8495,2869258,Friday
2019-01-25,MAZD,4D,RED,ZZ89897,IL,10300 S. Doty,(773) 568-8495,2869285,Friday
2019-01-25,NISS,4D,GRY,BA74640,IL,701 N. Sacramento,(773) 265-7605,6947892,Friday
2019-01-25,PONT,4D,SIL,485U971,IL,701 N. Sacramento,(773) 265-7605,6947929,Friday
2019-01-25,PONT,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2869275,Friday
2019-01-25,PONT,4D,BLU,AX96839,IL,10300 S. Doty,(773) 568-8495,2869292,Friday
2019-01-25,TOYO,4D,GRN,AN81910,IL,701 N. Sacramento,(773) 265-7605,6947905,Friday
2019-01-25,TOYT,4D,GRN,BB80716,IL,701 N. Sacramento,(773) 265-7605,6947895,Friday
2019-01-25,TOYT,4D,GRY,AH74326,IL,701 N. Sacramento,(773) 265-7605,6947999,Friday
2019-01-25,TOYT,4D,BLK,AG31084,IL,701 N. Sacramento,(773) 265-7605,6947946,Friday
2019-01-24,BMW,LL,GRY,H065932,OH,10300 S. Doty,(773) 568-8495,2869219,Thursday
2019-01-24,BUIC,4D,BRO,513973,IL,701 N. Sacramento,(773) 265-7605,6947889,Thursday
2019-01-24,BUIC,4D,BLK,BE87762,IL,701 N. Sacramento,(773) 265-7605,6947890,Thursday
2019-01-24,CHEV,4D,GRY,AE31865,IL,701 N. Sacramento,(773) 265-7605,6947880,Thursday
2019-01-24,CHEV,4D,BLU,ZX21108,IL,10300 S. Doty,(773) 568-8495,2869220,Thursday
2019-01-24,CHEV,4D,BLK,2124113,IL,10300 S. Doty,(773) 568-8495,2869222,Thursday
2019-01-24,CHEV,4D,BLU,YLS864,IN,10300 S. Doty,(773) 568-8495,2869216,Thursday
2019-01-24,CHEV,LL,RED,AW1585,IL,701 N. Sacramento,(773) 265-7605,6947871,Thursday
2019-01-24,CHRY,VN,SIL,Q154755,IL,701 N. Sacramento,(773) 265-7605,6947870,Thursday
2019-01-24,FORD,4D,SIL,281U835,IL,701 N. Sacramento,(773) 265-1846,1538287,Thursday
2019-01-24,FORD,4D,BLK,183U995,IL,10300 S. Doty,(773) 568-8495,2869218,Thursday
2019-01-24,FORD,4D,TAN,349U563,IL,10300 S. Doty,(773) 568-8495,2869203,Thursday
2019-01-24,HOND,2D,BLK,X407279,IL,10300 S. Doty,(773) 568-8495,2869217,Thursday
2019-01-24,INFI,4D,BLK,ZZ33886,IL,10300 S. Doty,(773) 568-8495,2869206,Thursday
2019-01-24,JEEP,LL,SIL,AV88098,IL,10300 S. Doty,(773) 568-8495,2869211,Thursday
2019-01-24,JEEP,LL,WHI,4504F,IL,701 N. Sacramento,(773) 265-1846,1538291,Thursday
2019-01-24,KIA,LL,MAR,AV29525,IL,400 E. Lower Wacker,(312) 744-7550,998892,Thursday
2019-01-24,NISS,4D,TAN,521U602,IL,10300 S. Doty,(773) 568-8495,2869236,Thursday
2019-01-24,PONT,4D,BLK,AD15576,IL,10300 S. Doty,(773) 568-8495,2869223,Thursday
2019-01-24,TOYT,4D,BLK,372107,IL,400 E. Lower Wacker,(312) 744-7550,998879,Thursday
2019-01-24,TOYT,4D,SIL,AN86646,IL,10300 S. Doty,(773) 568-8495,2869215,Thursday
2019-01-24,YAMA,MC,BLK,72L158,IL,701 N. Sacramento,(773) 265-1846,1538294,Thursday
2019-01-23,ACUR,4D,GRY,AQ26437,IL,10300 S. Doty,(773) 568-8495,2869173,Wednesday
2019-01-23,AUDI,4D,WHI,AF38890,IL,10300 S. Doty,(773) 568-8495,2869180,Wednesday
2019-01-23,BUIC,4D,WHI,K727958,IL,701 N. Sacramento,(773) 265-7605,6947728,Wednesday
2019-01-23,CADI,4D,RED,BB86088,IL,701 N. Sacramento,(773) 265-7605,6947722,Wednesday
2019-01-23,CHEV,LL,BLK,,IL,701 N. Sacramento,(773) 265-7605,6947725,Wednesday
2019-01-23,CHEV,LL,GRY,AW18630,IL,10300 S. Doty,(773) 568-8495,2869170,Wednesday
2019-01-23,CHEV,VN,MAR,Q632322,IL,701 N. Sacramento,(773) 265-7605,6947781,Wednesday
2019-01-23,CHRY,VN,TAN,BC31102,IL,701 N. Sacramento,(773) 265-7605,6947788,Wednesday
2019-01-23,CHRY,VN,SIL,813363,IL,10300 S. Doty,(773) 568-8495,2869200,Wednesday
2019-01-23,DODG,PK,BLK,2277129B,IL,10300 S. Doty,(773) 568-8495,2869169,Wednesday
2019-01-23,DODG,VN,SIL,528U601,IL,10300 S. Doty,(773) 568-8495,2869179,Wednesday
2019-01-23,FORD,LL,BLU,AV94435,IL,10300 S. Doty,(773) 568-8495,2869158,Wednesday
2019-01-23,FORD,LL,BLK,BB31700,IL,10300 S. Doty,(773) 568-8495,2869201,Wednesday
2019-01-23,HOND,4D,BLK,AU94714,IL,400 E. Lower Wacker,(312) 744-7550,998843,Wednesday
2019-01-23,HYUN,4D,BLU,107445,IL,10300 S. Doty,(773) 568-8495,2869157,Wednesday
2019-01-23,HYUN,4D,BLU,AX68601,IL,701 N. Sacramento,(773) 265-1846,1538286,Wednesday
2019-01-23,JEEP,LL,BLK,AS71617,IL,701 N. Sacramento,(773) 265-7605,6947732,Wednesday
2019-01-23,MAZD,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2869164,Wednesday
2019-01-23,MERZ,4D,GRY,554504,IL,701 N. Sacramento,(773) 265-7605,6947723,Wednesday
2019-01-23,NISS,4D,SIL,AQ97384,IL,10300 S. Doty,(773) 785-9752,1718900,Wednesday
2019-01-23,NISS,4D,BLK,Q445363,IL,10300 S. Doty,(773) 785-9752,1718901,Wednesday
2019-01-23,NISS,LL,WHI,BA42571,IL,701 N. Sacramento,(773) 265-7605,6947787,Wednesday
2019-01-23,PONT,4D,SIL,AN69226,IL,701 N. Sacramento,(773) 265-7605,6947771,Wednesday
2019-01-23,SABI,4D,GRY,312231D,IL,10300 S. Doty,(773) 568-8495,2869177,Wednesday
2019-01-23,TOYT,4D,SIL,AP59062,IL,701 N. Sacramento,(773) 265-7605,6947770,Wednesday
2019-01-23,VOLK,4D,BLK,576U346,IL,10300 S. Doty,(773) 568-8495,2869156,Wednesday
2019-01-22,CADI,4D,WHI,BA70091,IL,10300 S. Doty,(773) 568-8495,2869143,Tuesday
2019-01-22,CHEV,2D,BRO,546794,IL,701 N. Sacramento,(773) 265-7605,6947662,Tuesday
2019-01-22,CHEV,4D,SIL,Q456676,IL,10300 S. Doty,(773) 568-8495,2869135,Tuesday
2019-01-22,CHEV,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2869154,Tuesday
2019-01-22,CHEV,4D,GRN,AT77871,IL,10300 S. Doty,(773) 568-8495,2869141,Tuesday
2019-01-22,CHEV,4D,WHI,AP72961,IL,10300 S. Doty,(773) 568-8495,2869152,Tuesday
2019-01-22,CHEV,4D,MAR,AP54662,IL,10300 S. Doty,(773) 568-8495,2869144,Tuesday
2019-01-22,CHRY,4D,BLK,BC60970,IL,10300 S. Doty,(773) 568-8495,2869115,Tuesday
2019-01-22,CHRY,4D,SIL,6947661,IL,701 N. Sacramento,(773) 265-7605,6947661,Tuesday
2019-01-22,CHRY,LL,GLD,AP20240,IL,10300 S. Doty,(773) 785-9752,1718899,Tuesday
2019-01-22,DODG,VN,BLU,BA35775,IL,701 N. Sacramento,(773) 265-7605,6947667,Tuesday
2019-01-22,DODG,VN,COM,AP40112,IL,10300 S. Doty,(773) 568-8495,2869145,Tuesday
2019-01-22,FORD,4D,SIL,AS86842,IL,10300 S. Doty,(773) 568-8495,2869120,Tuesday
2019-01-22,FORD,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6947660,Tuesday
2019-01-22,HYUN,2D,BLK,G648573,IL,701 N. Sacramento,(773) 265-7605,6947693,Tuesday
2019-01-22,HYUN,4D,SIL,Y702853,IL,701 N. Sacramento,(773) 265-1846,1538277,Tuesday
2019-01-22,HYUN,4D,SIL,7650988,TX,10300 S. Doty,(773) 568-8495,2869132,Tuesday
2019-01-22,INFI,4D,BLK,BB24001,IL,10300 S. Doty,(773) 568-8495,2869139,Tuesday
2019-01-22,JEEP,LL,WHI,AM16839,IL,701 N. Sacramento,(773) 265-7605,6947695,Tuesday
2019-01-22,JEEP,LL,BLK,233M17,IN,701 N. Sacramento,(773) 265-7605,6947666,Tuesday
