,Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
3998,2019-01-14,CHEV,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2868354
3999,2019-01-14,CHEV,4D,WHI,Y824898,IL,10300 S. Doty,(773) 568-8495,2868345
4000,2019-01-14,CHEV,LL,LBL,,IL,701 N. Sacramento,(773) 265-7605,6946929
4001,2019-01-14,CHEV,VN,GRY,4310ZKLB,IL,10300 S. Doty,(773) 568-8495,2868350
4002,2019-01-14,CHRY,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2868338
4003,2019-01-14,DODG,4D,WHI,2202046B,IL,701 N. Sacramento,(773) 265-7605,6946910
4004,2019-01-14,DODG,VN,GLD,546U600,IL,701 N. Sacramento,(773) 265-7605,6946920
4005,2019-01-14,DODG,VN,SIL,,IL,701 N. Sacramento,(773) 265-7605,6946916
4007,2019-01-14,DODG,VN,SIL,K833598,IL,10300 S. Doty,(773) 785-9752,1718884
4008,2019-01-14,FORD,4T,SIL,BF62405,IL,10300 S. Doty,(773) 568-8495,2868360
4009,2019-01-14,FORD,VN,WHI,53327W,IL,701 N. Sacramento,(773) 265-7605,6946980
4010,2019-01-14,HOND,2T,BLK,,IL,10300 S. Doty,(773) 568-8495,2868382
4011,2019-01-14,INFI,4D,MAR,BA76692,IL,701 N. Sacramento,(773) 265-7605,6946922
4012,2019-01-14,INFI,4D,TAN,Q777219,IL,10300 S. Doty,(773) 568-8495,2868371
4013,2019-01-14,INFI,4D,BLK,V615970,IL,10300 S. Doty,(773) 568-8495,2868326
4014,2019-01-14,KIA,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2868372
4015,2019-01-14,LINC,4D,BLK,,IL,701 N. Sacramento,(773) 265-7605,6946986
4016,2019-01-14,MERC,4D,BLK,FL9S5X,MO,10300 S. Doty,(773) 568-8495,2868327
4017,2019-01-14,MITS,LL,WHI,BB89242,IL,701 N. Sacramento,(773) 265-7605,6946978
4018,2019-01-14,NISS,4D,WHI,AL51052,IL,701 N. Sacramento,(773) 265-7605,6946909
4019,2019-01-14,NISS,4D,PLE,AY56973,IL,701 N. Sacramento,(773) 265-7605,6946982
4020,2019-01-14,OLDS,4D,TAN,BB30291,IL,10300 S. Doty,(773) 568-8495,2868381
4021,2019-01-14,SATR,4D,SIL,BA57705,IL,10300 S. Doty,(773) 568-8495,2868329
4022,2019-01-14,TOYT,4D,WHI,582539,IL,10300 S. Doty,(773) 568-8495,2868370
4023,2019-01-14,TOYT,4D,BLK,BD17616,IL,10300 S. Doty,(773) 568-8495,2868355
4024,2019-01-14,VW,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2868358
4025,2019-01-14,VW,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2868339
4026,2019-01-13,BMW,2D,WHI,S155332,IL,701 N. Sacramento,(773) 265-7605,6946903
4027,2019-01-13,BMW,LL,GRY,445U362,IL,701 N. Sacramento,(773) 265-7605,6946776
4029,2019-01-13,BUIC,LL,TRQ,BA32672,IL,10300 S. Doty,(773) 568-8495,2868284
4030,2019-01-13,CHEV,4D,BLU,320U628,IL,701 N. Sacramento,(773) 265-7605,6946804
4031,2019-01-13,CHEV,4D,SIL,Q527851,IL,701 N. Sacramento,(773) 265-7605,6946893
4032,2019-01-13,CHEV,LL,GRY,BA63169,IL,10300 S. Doty,(773) 568-8495,2868304
4033,2019-01-13,CHEV,LL,GRY,AR98954,IL,10300 S. Doty,(773) 568-8495,2868318
4034,2019-01-13,CHEV,LL,BRO,2148195B,IL,701 N. Sacramento,(773) 265-7605,6946882
4035,2019-01-13,CHEV,LL,BLK,AJ54334,IL,10300 S. Doty,(773) 568-8495,2868275
4036,2019-01-13,DODG,LL,SIL,VVJ852,NB,701 N. Sacramento,(773) 265-7605,6946898
4037,2019-01-13,DODG,VN,RED,BB30581,IL,10300 S. Doty,(773) 568-8495,2868314
4040,2019-01-13,GMC,LL,WHI,AP22381,IL,10300 S. Doty,(773) 568-8495,2868309
4041,2019-01-13,HOND,2D,RED,BB31072,IL,10300 S. Doty,(773) 568-8495,2868305
4043,2019-01-13,HOND,4D,SIL,514U518,IL,701 N. Sacramento,(773) 265-7605,6946895
4044,2019-01-13,JAGU,4D,GRY,AG80023,IL,10300 S. Doty,(773) 568-8495,2868306
4045,2019-01-13,JEEP,4D,GLD,AG37964,IL,701 N. Sacramento,(773) 265-7605,6946771
4046,2019-01-13,JEEP,LL,GRY,AS71453,IL,10300 S. Doty,(773) 568-8495,2868299
4047,2019-01-13,LEXS,4D,BLK,484U118,IL,10300 S. Doty,(773) 568-8495,2868316
4048,2019-01-13,MERC,4D,SIL,AQ47836,IL,701 N. Sacramento,(773) 265-7605,6946770
4049,2019-01-13,MERC,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2868274
4050,2019-01-13,NISS,4D,WHI,S807549,IL,10300 S. Doty,(773) 568-8495,2868312
4051,2019-01-13,NISS,4D,BLK,AP71909,IL,10300 S. Doty,(773) 568-8495,2868277
4052,2019-01-13,NISS,4D,BLK,AD58332,IL,701 N. Sacramento,(773) 265-7605,6946901
4053,2019-01-13,NISS,4D,GRY,ZU38029,IL,701 N. Sacramento,(773) 265-7605,6946902
4054,2019-01-13,OLDS,4D,TAN,672702,IL,10300 S. Doty,(773) 568-8495,2868280
4055,2019-01-13,OLDS,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2868269
4056,2019-01-13,PONT,4D,SIL,ZV88710,IL,701 N. Sacramento,(773) 265-7605,6946896
4057,2019-01-13,SUZI,4D,SIL,AX23545,IL,701 N. Sacramento,(773) 265-7605,6946807
4058,2019-01-12,CHEV,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2868218
4059,2019-01-12,CHEV,4D,GRY,Q944076,IL,10300 S. Doty,(773) 568-8495,2868264
4061,2019-01-12,CHEV,4D,GRY,Q813461,IL,10300 S. Doty,(773) 568-8495,2868213
4062,2019-01-12,CHEV,4D,WHI,Z248172,IL,701 N. Sacramento,(773) 265-7605,6946752
4063,2019-01-12,CHEV,4D,BLU,554U762,IL,701 N. Sacramento,(773) 265-7605,6946742
4064,2019-01-12,CHEV,4D,BLK,AT59098,IL,10300 S. Doty,(773) 568-8495,2868208
4065,2019-01-12,CHEV,LL,BLU,490U423,IL,701 N. Sacramento,(773) 265-7605,6946611
4066,2019-01-12,CHEV,LL,GRY,,IL,701 N. Sacramento,(773) 265-7605,6946703
4067,2019-01-12,CHEV,VC,GRY,AT13025,IL,701 N. Sacramento,(773) 265-7605,6946691
4068,2019-01-12,CHRY,VN,GLD,AV64413,IL,701 N. Sacramento,(773) 265-7605,6946738
4069,2019-01-12,DODG,4T,GRY,478WUY,MN,701 N. Sacramento,(773) 265-7605,6946610
4070,2019-01-12,DODG,4T,GRY,BB14730,IL,701 N. Sacramento,(773) 265-7605,6946732
4071,2019-01-12,DODG,VN,GRN,7614822,IL,10300 S. Doty,(773) 568-8495,2868217
4072,2019-01-12,FORD,4D,GRY,Y840017,IL,10300 S. Doty,(773) 568-8495,2868216
4073,2019-01-12,FORD,LL,GRY,BA57550,IL,701 N. Sacramento,(773) 265-7605,6946739
4074,2019-01-12,FORD,PK,GLD,1639485B,IL,701 N. Sacramento,(773) 265-7605,6946601
4075,2019-01-12,HOND,4D,GRY,5273Z,IL,701 N. Sacramento,(773) 265-7605,6946729
4076,2019-01-12,HOND,4D,GRN,385U834,IL,701 N. Sacramento,(773) 265-7605,6946734
4077,2019-01-12,HOND,LL,BLK,546U909,IL,10300 S. Doty,(773) 568-8495,2868224
4078,2019-01-12,HOND,VN,GRY,ACK1143,IL,701 N. Sacramento,(773) 265-7605,6946744
4079,2019-01-12,HYUN,2D,RED,,IL,701 N. Sacramento,(773) 265-7605,6946716
4080,2019-01-12,HYUN,4D,GLD,,IL,701 N. Sacramento,(773) 265-7605,6946722
4081,2019-01-12,INFI,4D,BLK,AP37416,IL,701 N. Sacramento,(773) 265-7605,6946598
4082,2019-01-12,JEEP,LL,MAR,BE86977,IL,701 N. Sacramento,(773) 265-7605,1900382
4083,2019-01-12,KIA,4D,BLK,227U530,IL,701 N. Sacramento,(773) 265-7605,6946613
4084,2019-01-12,KIA,4T,GRY,P994394,IL,701 N. Sacramento,(773) 265-7605,6946638
4085,2019-01-12,LEXS,4D,BLK,,IL,701 N. Sacramento,(773) 265-7605,6946706
4086,2019-01-12,LINC,LL,LAV,BA77159,IL,10300 S. Doty,(773) 568-8495,2868226
4087,2019-01-12,LINC,LL,TAN,BA35433,IL,701 N. Sacramento,(773) 265-7605,6946733
4088,2019-01-12,MITS,4D,WHI,118U137,IL,10300 S. Doty,(773) 568-8495,2868219
4089,2019-01-12,MITS,LL,BLU,256167,IL,701 N. Sacramento,(773) 265-7605,6946609
4090,2019-01-12,NISS,4D,SIL,BB86921,IL,701 N. Sacramento,(773) 265-7605,6946571
4091,2019-01-12,NISS,4T,SIL,AD79588,IL,10300 S. Doty,(773) 568-8495,2868228
4092,2019-01-12,PONT,4D,WHI,V456251,IL,10300 S. Doty,(773) 568-8495,2868209
4093,2019-01-12,PONT,4D,GLD,J952075,IN,701 N. Sacramento,(773) 265-7605,6946580
4094,2019-01-12,SATU,4T,WHI,AF16826,IL,701 N. Sacramento,(773) 265-7605,6946583
4095,2019-01-12,SUZI,4D,RED,BB17564,IL,10300 S. Doty,(773) 568-8495,2868265
4096,2019-01-12,TOYT,4D,GRY,864970,IL,10300 S. Doty,(773) 568-8495,2868227
4097,2019-01-12,TOYT,4D,WHI,965558,IL,701 N. Sacramento,(773) 265-7605,6946731
4098,2019-01-12,VW,4D,BLK,S192870,IL,400 E. Lower Wacker,(312) 744-7550,998433
4099,2019-01-11,ACUR,4D,GRY,,IL,10300 S. Doty,(773) 785-9752,1718880
4100,2019-01-11,BMW,4D,TAN,AZ79056,IL,10300 S. Doty,(773) 568-8495,2868187
4101,2019-01-11,BUIC,4D,WHI,AP68996,IL,701 N. Sacramento,(773) 265-7605,6946540
4102,2019-01-11,BUIC,4D,BGE,AQ55603,IL,701 N. Sacramento,(773) 265-7605,6946555
4103,2019-01-11,BUIC,4D,MAR,,IL,10300 S. Doty,(773) 568-8495,2868191
4104,2019-01-11,BUIC,4D,WHI,AP48449,IL,10300 S. Doty,(773) 568-8495,2868150
4105,2019-01-11,BUIC,4D,BLU,592U510,IL,701 N. Sacramento,(773) 265-7605,6946524
4106,2019-01-11,CADI,4D,BLK,AV88866,IL,10300 S. Doty,(773) 568-8495,2868147
4107,2019-01-11,CADI,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2868206
4108,2019-01-11,CHEV,2D,BLU,AT62800,IL,701 N. Sacramento,(773) 265-7605,6946529
4109,2019-01-11,CHEV,4D,GRY,AH77592,IL,701 N. Sacramento,(773) 265-7605,6946498
4110,2019-01-11,CHEV,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6946502
4111,2019-01-11,CHEV,4D,RED,,IL,701 N. Sacramento,(773) 265-7605,6946454
4112,2019-01-11,CHEV,4D,GLD,Q619320,IL,701 N. Sacramento,(773) 265-7605,6946537
4113,2019-01-11,CHEV,4D,GRY,Q352438,IL,701 N. Sacramento,(773) 265-7605,6946547
4114,2019-01-11,CHEV,LL,TAN,AX14746,IL,10300 S. Doty,(773) 568-8495,2868776
4115,2019-01-11,CHEV,VN,GRY,,IL,701 N. Sacramento,(773) 265-7605,6946534
4116,2019-01-11,FORD,4D,RED,AP53707,IL,10300 S. Doty,(773) 568-8495,2868186
4117,2019-01-11,FORD,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2868178
4118,2019-01-11,FORD,LL,TAN,422U357,IL,10300 S. Doty,(773) 568-8495,2868140
4119,2019-01-11,FORD,PK,GRN,AP69234,IL,701 N. Sacramento,(773) 265-7605,6946550
4120,2019-01-11,GMC,LL,BLK,BA71932,IL,701 N. Sacramento,(773) 265-7605,6946538
4121,2019-01-11,GMC,LL,GLD,Z719138,IL,10300 S. Doty,(773) 568-8495,2868192
4122,2019-01-11,HOND,4D,TAN,Q146622,IL,701 N. Sacramento,(773) 265-7605,6946507
4123,2019-01-11,HOND,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6946545
4124,2019-01-11,HOND,VN,SIL,,IL,10300 S. Doty,(773) 785-9752,1718878
4125,2019-01-11,HYUN,4D,WHI,DZPS07,FL,10300 S. Doty,(773) 568-8495,2868181
4126,2019-01-11,HYUN,4D,BLK,AY36712,IL,10300 S. Doty,(773) 785-9752,1718879
4127,2019-01-11,HYUN,LL,SIL,Q480153,IL,10300 S. Doty,(773) 568-8495,2868158
4128,2019-01-11,INFI,4D,GLD,,IL,701 N. Sacramento,(773) 265-7605,6946453
4129,2019-01-11,KIA,4D,SIL,AS21450,IL,10300 S. Doty,(773) 568-8495,2868190
4130,2019-01-11,KIA,4D,SIL,BB22721,IL,10300 S. Doty,(773) 568-8495,2868154
4131,2019-01-11,LINC,LL,BLK,,IL,10300 S. Doty,(773) 785-9752,1718883
4132,2019-01-11,LINC,LL,BLK,,IL,701 N. Sacramento,(773) 265-7605,6946506
4133,2019-01-11,MAZD,4D,RED,394PVH,IL,10300 S. Doty,(773) 568-8495,2868180
4134,2019-01-11,MERC,VN,WHI,,IL,701 N. Sacramento,(773) 265-7605,6946403
4135,2019-01-11,NISS,LL,RED,Z998576,IL,10300 S. Doty,(773) 568-8495,2868179
4136,2019-01-11,OLDS,4D,GRY,547U220,IL,701 N. Sacramento,(773) 265-7605,6946541
4137,2019-01-11,PONT,4D,GRN,784662,IL,701 N. Sacramento,(773) 265-7605,6946528
4138,2019-01-11,PONT,4D,RED,420U382,IL,701 N. Sacramento,(773) 265-7605,6946548
4139,2019-01-11,PONT,4D,BLK,AP18750,IL,10300 S. Doty,(773) 568-8495,2868130
4140,2019-01-11,PONT,4D,BLK,AX86469,IL,10300 S. Doty,(773) 568-8495,2868127
4141,2019-01-11,TOYT,4D,BLU,BFN9656,WA,10300 S. Doty,(773) 568-8495,2868185
4142,2019-01-11,TOYT,4D,SIL,ZX1313,IL,701 N. Sacramento,(773) 265-7605,6946433
4143,2019-01-11,VW,4D,GRN,,IL,701 N. Sacramento,(773) 265-7605,6946533
4144,2019-01-11,VW,4D,BGE,,IL,10300 S. Doty,(773) 568-8495,2868132
4145,2019-01-11,VOLV,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2868195
4146,2019-01-11,VOLV,SW,SIL,S142020,IL,701 N. Sacramento,(773) 265-1846,1538235
4147,2019-01-1,AUDI,2D,DBL,DL5301H,IL,701 N. Sacramento,(773) 265-7605,6946397
4148,2019-01-1,BMW,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2868109
4149,2019-01-1,CADI,4D,BLK,,IL,701 N. Sacramento,(773) 265-7605,6946385
4150,2019-01-1,CADI,4D,SIL,BA69382,IL,10300 S. Doty,(773) 568-8495,2868071
4151,2019-01-1,CHEV,2D,YEL,AW31889,IL,10300 S. Doty,(773) 568-8495,2868124
4152,2019-01-1,CHEV,2D,TAN,DJZ346,IL,10300 S. Doty,(773) 568-8495,2868121
4153,2019-01-1,CHEV,3J,BLK,AW29358,IL,10300 S. Doty,(773) 568-8495,2868072
4154,2019-01-1,CHEV,4D,BLK,AG47114,IL,701 N. Sacramento,(773) 265-7605,6946273
4155,2019-01-1,CHEV,4D,GRY,AT89516,IL,701 N. Sacramento,(773) 265-7605,6946324
4156,2019-01-1,CHEV,4D,BLK,ZX56744,IL,10300 S. Doty,(773) 568-8495,2868108
4157,2019-01-1,CHEV,4D,SIL,AS83961,IL,10300 S. Doty,(773) 568-8495,2868116
4158,2019-01-1,CHRY,4D,GLD,,IL,10300 S. Doty,(773) 568-8495,2868083
4159,2019-01-1,CHRY,VN,BLU,,IL,10300 S. Doty,(773) 568-8495,2868107
4160,2019-01-1,CHRY,VN,GRY,Q526235,IL,10300 S. Doty,(773) 568-8495,2868076
4161,2019-01-1,DODG,4D,WHI,AEN8205,WI,10300 S. Doty,(773) 568-8495,2868118
4162,2019-01-1,DODG,LL,GRN,AX28775,IL,10300 S. Doty,(773) 568-8495,2868122
4163,2019-01-1,FORD,4D,BLK,7552411,IL,701 N. Sacramento,(773) 265-7605,6946271
4164,2019-01-1,FORD,4T,BLK,Z965132,IL,701 N. Sacramento,(773) 265-7605,6946334
4165,2019-01-1,FORD,4T,SIL,R476079,IL,701 N. Sacramento,(773) 265-7605,6946288
4166,2019-01-1,FORD,PK,RED,77956FF,IL,701 N. Sacramento,(773) 265-1846,1538232
4167,2019-01-1,GMC,LL,BLK,ZZ88839,IL,701 N. Sacramento,(773) 265-7605,6946364
4168,2019-01-1,HOND,2D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6946315
4169,2019-01-1,HOND,4T,GRY,AH15454,IL,701 N. Sacramento,(773) 265-7605,6946274
4170,2019-01-1,HYUN,4D,GRY,AX20840,IL,701 N. Sacramento,(773) 265-7605,6946393
4171,2019-01-1,KIA,LL,WHI,K857348,IL,10300 S. Doty,(773) 568-8495,2868094
4172,2019-01-1,KIA,LL,SIL,AG42530,IL,701 N. Sacramento,(773) 265-7605,6946286
4173,2019-01-1,LINC,LL,BGE,5406319,IL,10300 S. Doty,(773) 568-8495,2868081
4174,2019-01-1,MITS,4T,GRY,A236603,IL,701 N. Sacramento,(773) 265-7605,6946301
4175,2019-01-1,NISS,4D,GRN,,IL,10300 S. Doty,(773) 568-8495,2868084
4176,2019-01-1,NISS,4D,BLU,AL54807,IL,701 N. Sacramento,(773) 265-7605,6946295
4177,2019-01-1,NISS,4D,WHI,BA77769,IL,10300 S. Doty,(773) 568-8495,2868111
4178,2019-01-1,PLYM,LL,SIL,,IL,10300 S. Doty,(773) 568-8495,2868075
4180,2019-01-1,TOYT,4D,BLK,AW55708,IL,701 N. Sacramento,(773) 265-7605,481531
4181,2019-01-1,VOLV,TR,WHI,2668413,IL,10300 S. Doty,(773) 568-8495,2868114
4182,2019-01-09,AUDI,LL,GRY,692TXX,IN,701 N. Sacramento,(773) 265-7605,6946140
4183,2019-01-09,BUIC,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2868023
4184,2019-01-09,CADI,4D,BLK,843684,IL,701 N. Sacramento,(773) 265-7605,6946251
4185,2019-01-09,CHEV,2D,GRY,AT76515,IL,10300 S. Doty,(773) 568-8495,2868012
4186,2019-01-09,CHEV,2D,WHI,AH40024,IL,10300 S. Doty,(773) 568-8495,2868053
4187,2019-01-09,CHEV,4D,RED,,IL,10300 S. Doty,(773) 568-8495,2868055
4188,2019-01-09,CHEV,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2868064
4189,2019-01-09,CHEV,4D,SIL,7372045,IL,701 N. Sacramento,(773) 265-1846,1538228
4190,2019-01-09,CHEV,4D,SIL,E620947,IL,10300 S. Doty,(773) 568-8495,2868031
4191,2019-01-09,CHEV,4D,WHI,BA52684,IL,10300 S. Doty,(773) 568-8495,2868028
4192,2019-01-09,CHEV,4D,MAR,AP18525,IL,10300 S. Doty,(773) 568-8495,2868066
4194,2019-01-09,CHEV,LL,WHI,2387412B,IL,701 N. Sacramento,(773) 265-7605,6946129
4195,2019-01-09,CHRY,4D,SIL,E881102,IL,10300 S. Doty,(773) 568-8495,2868035
4196,2019-01-09,CHRY,4D,DBL,AZ78780,IL,10300 S. Doty,(773) 568-8495,2868056
4197,2019-01-09,DODG,LL,GRY,BA25179,IL,701 N. Sacramento,(773) 265-7605,6946266
4198,2019-01-09,DODG,VN,GRY,923983,IL,10300 S. Doty,(773) 568-8495,2868058
4199,2019-01-09,FORD,4D,GRY,BB26121,IL,10300 S. Doty,(773) 568-8495,2868020
4200,2019-01-09,FORD,4D,SIL,581748,IL,10300 S. Doty,(773) 568-8495,2868017
4201,2019-01-09,FORD,LL,WHI,380U368,IL,10300 S. Doty,(773) 568-8495,2868067
4202,2019-01-09,FORD,LL,RED,AX857,IL,10300 S. Doty,(773) 568-8495,2868032
4203,2019-01-09,FORD,VN,WHI,AN73577,IL,701 N. Sacramento,(773) 265-7605,6946259
4204,2019-01-09,GEN,MC,YEL,D13589,IL,701 N. Sacramento,(773) 265-7605,6946169
4205,2019-01-09,GMC,LL,BLK,S916392,IL,701 N. Sacramento,(773) 265-7605,6946186
4206,2019-01-09,HOND,VN,GLD,349947,IL,10300 S. Doty,(773) 568-8495,2868039
4207,2019-01-09,HYUN,4D,BLK,AU76309,IL,701 N. Sacramento,(773) 265-7605,6946174
4208,2019-01-09,KIA,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2868057
4209,2019-01-09,MERC,4D,GRY,BB28566,IL,10300 S. Doty,(773) 568-8495,2868037
4210,2019-01-09,MERC,4D,SIL,890540,IL,701 N. Sacramento,(773) 265-7605,6946175
4211,2019-01-09,MERC,LL,DBL,992881,IL,10300 S. Doty,(773) 568-8495,2868060
4212,2019-01-09,NISS,4D,BLK,BA38929,IL,10300 S. Doty,(773) 568-8495,2868021
4213,2019-01-09,NISS,4D,GRY,AP51704,IL,10300 S. Doty,(773) 568-8495,2868061
4214,2019-01-09,OLDS,2D,RED,S679277,IL,701 N. Sacramento,(773) 265-7605,6946255
4215,2019-01-09,PONT,4D,MAR,AR25425,IL,701 N. Sacramento,(773) 265-7605,6946132
4216,2019-01-09,PONT,4T,RED,00205456,IL,10300 S. Doty,(773) 568-8495,2868029
4217,2019-01-09,SAA,LL,SIL,AT62795,IL,701 N. Sacramento,(773) 265-7605,6946235
4218,2019-01-09,SUZI,4D,WHI,970T062,IL,10300 S. Doty,(773) 568-8495,2868014
4219,2019-01-09,TOYT,4D,GRY,542407,IL,400 E. Lower Wacker,(312) 744-7550,998310
4220,2019-01-09,TOYT,4D,GLD,AYQ261,IN,10300 S. Doty,(773) 568-8495,2868015
4221,2019-01-09,TOYT,VN,MAR,AE95134,IL,10300 S. Doty,(773) 568-8495,2868033
4222,2019-01-09,VW,4D,SIL,AV86484,IL,701 N. Sacramento,(773) 265-7605,6946180
4223,2019-01-08,CHEV,2D,BLK,AD60876,IL,701 N. Sacramento,(773) 265-7605,6946127
4224,2019-01-08,CHEV,4D,GRY,AN71399,IL,701 N. Sacramento,(773) 265-7605,6946058
4225,2019-01-08,CHEV,LL,WHI,,IL,10300 S. Doty,(773) 568-8495,2867980
4226,2019-01-08,CHEV,LL,GRN,AX30547,IL,701 N. Sacramento,(773) 265-7605,6946102
4228,2019-01-08,CHEV,VN,MAR,569U845,IL,701 N. Sacramento,(773) 265-7605,6946125
4229,2019-01-08,CHRY,2D,RED,AQ40797,IL,10300 S. Doty,(773) 568-8495,2868008
4230,2019-01-08,CHRY,4D,GRN,K115791,IN,10300 S. Doty,(773) 568-8495,2867974
4232,2019-01-08,DODG,4D,BLK,449U258,IL,701 N. Sacramento,(773) 265-7605,6946105
4233,2019-01-08,DODG,LL,SIL,Q624561,IL,701 N. Sacramento,(773) 265-7605,6946106
4234,2019-01-08,DODG,LL,SIL,AJ83028,IL,701 N. Sacramento,(773) 265-7605,6946120
4235,2019-01-08,FORD,4D,GLD,509748,IL,10300 S. Doty,(773) 568-8495,2867971
4236,2019-01-08,FORD,PK,RED,36953XB,IL,10300 S. Doty,(773) 568-8495,2867984
4238,2019-01-08,HOND,4D,SIL,M557438,IN,701 N. Sacramento,(773) 265-7605,6946033
4239,2019-01-08,HOND,4D,SIL,357U480,IL,701 N. Sacramento,(773) 265-7605,6946047
4240,2019-01-08,HYUN,4D,GLD,ZX71445,IL,10300 S. Doty,(773) 568-8495,2867978
4241,2019-01-08,HYUN,4D,WHI,GARCIAE,IL,10300 S. Doty,(773) 568-8495,2868006
4243,2019-01-08,KIA,4D,BLK,AK56993,IL,10300 S. Doty,(773) 568-8495,2867985
4244,2019-01-08,KIA,4D,BLU,BB29343,IL,701 N. Sacramento,(773) 265-7605,6946040
4245,2019-01-08,KIA,4D,BLK,ZZ39545,IL,701 N. Sacramento,(773) 265-7605,6946036
4246,2019-01-08,NISS,4D,SIL,AB80418,IL,701 N. Sacramento,(773) 265-7605,6946050
4247,2019-01-08,NISS,LL,RED,03TWBR,MA,10300 S. Doty,(773) 568-8495,2867969
4248,2019-01-08,PONT,4T,BLK,AP20827,IL,701 N. Sacramento,(773) 265-7605,2867964
4249,2019-01-08,VW,2D,RED,V206587,IL,10300 S. Doty,(773) 568-8495,2867996
4250,2019-01-07,AUDI,4D,GRN,459239,IL,10300 S. Doty,(773) 568-8495,2867925
4252,2019-01-07,BUIC,4D,WHI,473U945,IL,10300 S. Doty,(773) 568-8495,2867961
4253,2019-01-07,BUIC,4D,BLU,ZY79979,IL,701 N. Sacramento,(773) 265-7605,6945951
4254,2019-01-07,CHEV,4D,TRQ,690KLY,WI,701 N. Sacramento,(773) 265-7605,6945946
4255,2019-01-07,CHEV,4D,BLK,AL94921,IL,701 N. Sacramento,(773) 265-7605,6946029
4256,2019-01-07,CHEV,4D,BLU,AS23394,IL,10300 S. Doty,(773) 568-8495,2867910
4257,2019-01-07,CHEV,4D,GRY,858ZUV,IN,10300 S. Doty,(773) 568-8495,2867927
4258,2019-01-07,CHEV,4T,RED,AJ13314,IL,10300 S. Doty,(773) 568-8495,2867914
4259,2019-01-07,FORD,2D,BLK,,IL,10300 S. Doty,(773) 568-8495,2867956
4260,2019-01-07,FORD,LL,BLU,ZU26108,IL,10300 S. Doty,(773) 568-8495,2867913
4261,2019-01-07,FORD,LL,SIL,BC36089,IL,10300 S. Doty,(773) 568-8495,2867934
4262,2019-01-07,FORD,SW,BLU,203572D,TX,701 N. Sacramento,(773) 265-7605,6946027
4263,2019-01-07,FORD,VN,WHI,805ZXD,WI,10300 S. Doty,(773) 568-8495,2867918
4264,2019-01-07,GMC,VN,TAN,AK51496,IL,10300 S. Doty,(773) 568-8495,2867912
4265,2019-01-07,HOND,4D,WHI,518263,IL,701 N. Sacramento,(773) 265-7605,6946025
4266,2019-01-07,HYUN,4D,GRY,AZ35288,IL,701 N. Sacramento,(773) 265-7605,6945939
4267,2019-01-07,INFI,LL,WHI,14B4NN,MO,10300 S. Doty,(773) 568-8495,2867958
4268,2019-01-07,MAZD,4D,BLK,AV89996,IL,10300 S. Doty,(773) 568-8495,2867923
4269,2019-01-07,NISS,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2867962
4270,2019-01-07,NISS,4D,TAN,AT54983,IL,701 N. Sacramento,(773) 265-7605,6945931
4271,2019-01-07,NISS,4D,BLK,9N14H5,TN,701 N. Sacramento,(773) 265-7605,6945934
4272,2019-01-07,PONT,4D,MAR,BB28491,IL,10300 S. Doty,(773) 568-8495,2867916
4273,2019-01-07,PONT,4T,WHI,AB96986,IL,701 N. Sacramento,(773) 265-7605,6945942
4274,2019-01-07,SUBA,LL,GRN,2A831FF,IL,701 N. Sacramento,(773) 265-7605,6945961
4275,2019-01-07,VOLV,SW,BLK,757712,IL,10300 S. Doty,(773) 568-8495,2867928
4276,2019-01-06,BUIC,4D,RED,W154942,IN,10300 S. Doty,(773) 568-8495,2867899
4277,2019-01-06,BUIC,4D,BLU,AS70136,IL,701 N. Sacramento,(773) 265-7605,6945801
4278,2019-01-06,CHEV,2D,WHI,BB30407,IL,10300 S. Doty,(773) 568-8495,2867855
4279,2019-01-06,CHEV,2D,BLK,E550175,IL,10300 S. Doty,(773) 568-8495,2867859
4280,2019-01-06,CHEV,4D,GRY,Z210202,IL,701 N. Sacramento,(773) 265-7605,6945876
4281,2019-01-06,CHEV,4D,WHI,AU47353,IL,701 N. Sacramento,(773) 265-7605,6945861
4282,2019-01-06,CHEV,4D,BLK,8070832,IL,701 N. Sacramento,(773) 265-7605,6945878
4283,2019-01-06,CHEV,4D,GRN,AV69144,IL,701 N. Sacramento,(773) 265-7605,6945926
